"Date","Price","Open","High","Low","Vol.","Change %"
"11/23/2021","40.48","40.48","40.48","40.48","525.14K","0.00%"
"11/22/2021","40.48","40.48","40.48","40.48","144.07K","-0.78%"
"11/19/2021","40.80","42.00","41.60","40.80","9.54M","-2.86%"
"11/18/2021","42.00","42.00","42.00","41.60","3.03M","0.00%"
"11/17/2021","42.00","42.00","42.00","42.00","9.57M","0.00%"
"11/16/2021","42.00","42.00","42.00","42.00","15.67M","0.00%"
"11/15/2021","42.00","42.00","42.00","42.00","732.45K","0.00%"
"11/12/2021","42.00","42.00","42.00","42.00","624.75K","0.00%"
"11/11/2021","42.00","42.00","42.00","42.00","392.26K","0.00%"
"11/10/2021","42.00","42.00","42.00","42.00","90.94K","0.00%"
"11/09/2021","42.00","42.00","42.00","42.00","177.31K","0.00%"
"11/08/2021","42.00","42.00","42.00","42.00","115.90K","0.00%"
"11/05/2021","42.00","42.00","42.00","42.00","438.18K","0.00%"
"11/04/2021","42.00","42.00","42.00","42.00","826.37K","0.00%"
"11/03/2021","42.00","42.00","42.00","42.00","429.61K","0.00%"
"11/02/2021","42.00","42.00","42.00","42.00","307.96K","0.00%"
"11/01/2021","42.00","42.40","42.00","42.00","3.43M","-0.94%"
"10/29/2021","42.40","43.40","42.40","42.00","1.70M","-2.30%"
"10/28/2021","43.40","40.80","43.40","41.20","1.07M","6.37%"
"10/27/2021","40.80","40.00","40.80","40.00","4.60M","2.00%"
"10/26/2021","40.00","41.16","40.00","39.20","17.45M","-2.82%"
"10/25/2021","41.16","41.16","41.16","41.16","2.87M","0.00%"
"10/22/2021","41.16","41.16","41.16","41.16","302.55K","0.00%"
"10/21/2021","41.16","38.32","41.16","41.16","477.98K","7.41%"
"10/20/2021","38.32","38.32","38.32","38.32","877.21K","0.00%"
"10/18/2021","38.32","38.32","38.32","38.32","533.83K","0.00%"
"10/15/2021","38.32","37.60","38.32","37.60","9.61M","1.91%"
"10/14/2021","37.60","37.20","37.60","37.60","811.02K","1.08%"
"10/13/2021","37.20","37.20","37.20","37.20","1.87M","0.00%"
"10/12/2021","37.20","37.20","37.20","37.20","777.75K","0.00%"
"10/11/2021","37.20","39.60","37.20","37.20","2.26M","-6.06%"
"10/08/2021","39.60","39.60","39.60","39.60","89.99K","0.00%"
"10/07/2021","39.60","39.60","39.60","39.60","1.54M","0.00%"
"10/06/2021","39.60","39.60","39.60","39.60","260.85K","0.00%"
"10/05/2021","39.60","39.60","39.60","39.60","105.26K","0.00%"
"10/04/2021","39.60","39.60","39.60","39.60","459.43K","0.00%"
"09/30/2021","39.60","39.00","40.00","38.64","7.88M","1.54%"
"09/29/2021","39.00","39.00","39.00","39.00","360.76K","0.00%"
"09/28/2021","39.00","39.00","39.00","39.00","395.42K","0.00%"
"09/27/2021","39.00","39.00","39.00","39.00","64.38K","0.00%"
"09/24/2021","39.00","39.00","39.00","39.00","133.82K","0.00%"
"09/23/2021","39.00","39.00","39.00","39.00","145.37K","0.00%"
"09/22/2021","39.00","39.00","39.00","39.00","360.71K","0.00%"
"09/21/2021","39.00","39.00","39.00","39.00","182.27K","0.00%"
"09/20/2021","39.00","39.00","39.00","39.00","211.17K","0.00%"
"09/17/2021","39.00","39.00","39.00","39.00","169.28K","0.00%"
"09/16/2021","39.00","39.00","39.00","39.00","647.60K","0.00%"
"09/15/2021","39.00","39.00","39.00","39.00","267.81K","0.00%"
"09/14/2021","39.00","39.00","39.00","39.00","317.91K","0.00%"
"09/13/2021","39.00","38.92","39.00","39.00","723.02K","0.21%"
"09/10/2021","38.92","38.92","38.92","38.92","242.83K","0.00%"
"09/09/2021","38.92","38.44","38.92","38.92","12.50M","1.25%"
"09/08/2021","38.44","38.44","38.44","38.44","199.11K","0.00%"
"09/07/2021","38.44","38.40","38.44","38.44","936.92K","0.10%"
"09/06/2021","38.40","38.40","38.40","38.40","343.26K","0.00%"
"09/03/2021","38.40","38.40","38.40","38.40","345.60K","0.00%"
"09/02/2021","38.40","38.40","38.40","38.40","585.72K","0.00%"
"09/01/2021","38.40","39.56","38.40","38.40","2.69M","-2.93%"
"08/31/2021","39.56","43.92","39.56","39.56","4.25M","-9.93%"
"08/30/2021","43.92","41.60","43.92","43.92","364.93K","5.58%"
"08/27/2021","41.60","41.60","41.60","41.60","769.62K","0.00%"
"08/26/2021","41.60","41.60","41.60","41.60","372.28K","0.00%"
"08/25/2021","41.60","41.60","41.60","41.60","644.26K","0.00%"
"08/24/2021","41.60","41.60","41.60","41.60","534.80K","0.00%"
"08/23/2021","41.60","41.60","41.60","41.60","55.79K","0.00%"
"08/20/2021","41.60","41.60","41.60","41.60","477.36K","0.00%"
"08/19/2021","41.60","45.60","41.60","41.60","513.78K","-8.77%"
"08/18/2021","45.60","45.60","45.60","45.60","290.22K","0.00%"
"08/17/2021","45.60","45.60","45.60","45.60","211.88K","0.00%"
"08/16/2021","45.60","45.60","45.60","45.60","331.43K","0.00%"
"08/13/2021","45.60","45.60","45.60","45.60","151.50K","0.00%"
"08/12/2021","45.60","45.60","45.60","45.60","1.68M","0.00%"
"08/11/2021","45.60","45.60","45.60","45.60","90.53K","0.00%"
"08/10/2021","45.60","45.60","45.60","45.60","237.39K","0.00%"
"08/09/2021","45.60","45.60","45.60","45.60","314.29K","0.00%"
"08/06/2021","45.60","45.60","45.60","45.60","165.14K","0.00%"
"08/05/2021","45.60","45.60","45.60","45.60","219.73K","0.00%"
"08/04/2021","45.60","45.60","45.60","45.60","368.33K","0.00%"
"08/03/2021","45.60","46.00","45.60","44.80","2.02M","-0.87%"
"08/02/2021","46.00","46.00","46.00","46.00","94.16K","0.00%"
"07/30/2021","46.00","46.40","46.00","46.00","2.70M","-0.86%"
"07/29/2021","46.40","46.40","46.40","46.40","682.86K","0.00%"
"07/28/2021","46.40","46.40","46.40","46.40","360.31K","0.00%"
"07/27/2021","46.40","46.40","46.40","46.40","1.42M","0.00%"
"07/26/2021","46.40","46.40","46.40","46.40","1.20M","0.00%"
"07/23/2021","46.40","46.40","46.40","46.40","291.29K","0.00%"
"07/22/2021","46.40","46.40","46.40","46.40","2.12M","0.00%"
"07/19/2021","46.40","46.40","46.40","46.40","3.00M","0.00%"
"07/16/2021","46.40","46.40","46.40","46.40","84.95K","0.00%"
"07/15/2021","46.40","48.00","46.40","46.40","1.57M","-3.33%"
"07/14/2021","48.00","48.00","48.00","48.00","195.52K","0.00%"
"07/13/2021","48.00","48.00","48.00","48.00","123.44K","0.00%"
"07/12/2021","48.00","48.00","48.00","48.00","655.85K","0.00%"
"07/09/2021","48.00","48.00","48.00","48.00","50.36K","0.00%"
"07/08/2021","48.00","48.00","48.00","48.00","2.23M","0.00%"
"07/07/2021","48.00","48.00","48.00","48.00","1.20M","0.00%"
"07/06/2021","48.00","48.00","48.00","48.00","1.07M","0.00%"
"07/05/2021","48.00","48.00","48.00","48.00","362.07K","0.00%"
"07/02/2021","48.00","48.00","48.00","48.00","191.68K","0.00%"
"07/01/2021","48.00","48.00","48.00","48.00","345.84K","0.00%"
"06/30/2021","48.00","48.00","48.00","48.00","224.70K","0.00%"
"06/29/2021","48.00","47.88","48.00","47.84","6.89M","0.25%"
"06/28/2021","47.88","47.88","47.88","47.88","376.84K","0.00%"
"06/25/2021","47.88","47.88","47.88","47.88","67.40K","0.00%"
"06/24/2021","47.88","47.36","47.88","47.88","695.73K","1.10%"
"06/23/2021","47.36","47.36","47.36","47.36","300.00K","0.00%"
"06/22/2021","47.36","47.20","47.36","47.20","3.44M","0.34%"
"06/21/2021","47.20","47.20","47.20","47.20","2.50M","0.00%"
"06/18/2021","47.20","47.20","47.20","47.20","65.90K","0.00%"
"06/17/2021","47.20","46.64","48.00","47.20","1.97M","1.20%"
"06/16/2021","46.64","46.64","46.64","46.64","102.06K","0.00%"
"06/15/2021","46.64","46.64","46.64","46.64","46.96K","0.00%"
"06/11/2021","46.64","47.20","46.64","46.64","612.67K","-1.19%"
"06/10/2021","47.20","47.20","47.20","47.20","275.99K","0.00%"
"06/09/2021","47.20","47.24","47.20","47.20","2.65M","-0.08%"
"06/08/2021","47.24","47.24","47.24","47.24","402.96K","0.00%"
"06/07/2021","47.24","47.24","47.24","47.24","604.69K","0.00%"
"06/04/2021","47.24","47.20","47.24","47.20","6.03M","0.08%"
"06/03/2021","47.20","46.80","47.20","47.20","656.28K","0.85%"
"06/02/2021","46.80","46.80","46.80","46.80","47.49K","0.00%"
"06/01/2021","46.80","46.80","46.80","46.80","1.45M","0.00%"
"05/31/2021","46.80","46.80","46.80","46.80","472.46K","0.00%"
"05/28/2021","46.80","46.56","46.80","46.80","1.16M","0.52%"
"05/27/2021","46.56","46.40","46.56","46.56","834.92K","0.34%"
"05/26/2021","46.40","46.00","46.40","46.32","1.22M","0.87%"
"05/25/2021","46.00","46.00","46.00","46.00","298.87K","0.00%"
"05/24/2021","46.00","44.80","46.00","45.84","1.99M","2.68%"
"05/21/2021","44.80","44.80","44.80","44.80","130.80K","0.00%"
"05/20/2021","44.80","43.84","44.80","44.80","771.70K","2.19%"
"05/19/2021","43.84","43.84","43.84","43.84","161.28K","0.00%"
"05/18/2021","43.84","43.84","43.84","43.84","542.79K","0.00%"
"05/17/2021","43.84","43.84","43.84","43.84","697.50K","0.00%"
"05/14/2021","43.84","43.84","43.84","43.84","61.39K","0.00%"
"05/11/2021","43.84","43.84","43.84","43.84","107.93K","0.00%"
"05/10/2021","43.84","43.84","43.84","43.84","187.77K","0.00%"
"05/07/2021","43.84","43.84","43.84","43.84","246.53K","0.00%"
"05/06/2021","43.84","43.84","43.84","43.84","351.85K","0.00%"
"05/05/2021","43.84","43.84","43.84","43.84","199.27K","0.00%"
"05/04/2021","43.84","43.84","43.84","43.84","395.53K","0.00%"
"04/30/2021","43.84","43.20","43.84","43.76","3.66M","1.48%"
"04/29/2021","43.20","43.20","43.20","43.20","147.15K","0.00%"
"04/28/2021","43.20","41.60","43.20","41.76","2.41M","3.85%"
"04/27/2021","41.60","41.60","41.60","41.60","243.17K","0.00%"
"04/26/2021","41.60","40.96","41.60","41.60","1.74M","1.56%"
"04/23/2021","40.96","40.08","40.96","40.96","1.23M","2.20%"
"04/22/2021","40.08","40.08","40.08","40.08","156.92K","0.00%"
"04/21/2021","40.08","40.08","40.08","40.08","383.11K","0.00%"
"04/20/2021","40.08","40.08","40.08","40.08","383.69K","0.00%"
"04/19/2021","40.08","40.08","40.08","40.08","614.96K","0.00%"
"04/16/2021","40.08","40.08","40.08","40.08","150.12K","0.00%"
"04/15/2021","40.08","40.08","40.08","40.08","126.27K","0.00%"
"04/14/2021","40.08","40.08","40.08","40.08","325.87K","0.00%"
"04/13/2021","40.08","40.08","40.08","40.08","873.69K","0.00%"
"04/12/2021","40.08","40.80","40.08","40.08","252.20K","-1.76%"
"04/09/2021","40.80","40.80","40.80","40.80","415.24K","0.00%"
"04/08/2021","40.80","40.80","40.80","40.80","145.80K","0.00%"
"04/07/2021","40.80","40.80","40.80","40.80","311.09K","0.00%"
"04/06/2021","40.80","40.80","40.80","40.80","130.74K","0.00%"
"04/01/2021","40.80","38.80","40.80","40.00","2.13M","5.15%"
"03/31/2021","38.80","38.80","38.80","38.80","287.87K","0.00%"
"03/30/2021","38.80","38.80","38.80","38.80","114.47K","0.00%"
"03/29/2021","38.80","38.80","38.80","38.80","75.97K","0.00%"
"03/26/2021","38.80","38.80","38.84","38.80","1.17M","0.00%"
"03/25/2021","38.80","38.80","38.80","38.80","307.84K","0.00%"
"03/24/2021","38.80","38.40","38.80","38.80","4.33M","1.04%"
"03/23/2021","38.40","37.60","38.40","38.40","11.77M","2.13%"
"03/22/2021","37.60","37.60","37.60","37.60","256.96K","0.00%"
"03/19/2021","37.60","37.60","37.60","37.60","431.38K","0.00%"
"03/18/2021","37.60","37.60","37.60","37.60","257.83K","0.00%"
"03/17/2021","37.60","37.60","37.60","37.60","148.46K","0.00%"
"03/16/2021","37.60","37.60","37.60","37.60","128.59K","0.00%"
"03/15/2021","37.60","39.72","37.60","37.60","429.80K","-5.34%"
"03/12/2021","39.72","39.44","40.00","39.72","7.64M","0.71%"
"03/11/2021","39.44","39.44","39.44","39.44","180.60K","-1.40%"
"03/10/2021","40.00","39.60","40.00","40.00","11.88M","1.01%"
"03/09/2021","39.60","39.60","39.60","39.60","228.57K","0.00%"
"03/08/2021","39.60","39.60","39.60","39.60","513.53K","0.00%"
"03/05/2021","39.60","40.00","39.60","39.60","452.69K","-1.00%"
"03/04/2021","40.00","41.60","40.00","40.00","871.73K","-3.85%"
"03/03/2021","41.60","41.60","41.60","41.60","411.54K","0.00%"
"03/02/2021","41.60","41.60","41.60","41.60","429.79K","0.00%"
"03/01/2021","41.60","41.60","41.60","41.60","229.68K","0.00%"
"02/26/2021","41.60","41.60","41.60","41.60","596.36K","0.00%"
"02/25/2021","41.60","43.20","41.60","41.60","7.67M","-3.70%"
"02/24/2021","43.20","43.20","43.20","43.20","739.37K","0.00%"
"02/23/2021","43.20","47.20","43.20","43.20","777.83K","-8.47%"
"02/22/2021","47.20","47.20","47.20","47.20","342.88K","0.00%"
"02/19/2021","47.20","47.20","47.20","47.20","694.95K","0.00%"
"02/18/2021","47.20","47.20","47.20","47.20","271.01K","0.00%"
"02/17/2021","47.20","47.20","47.20","47.20","304.48K","0.00%"
"02/16/2021","47.20","48.80","47.20","47.20","857.12K","-3.28%"
"02/15/2021","48.80","48.80","48.80","48.80","394.02K","0.00%"
"02/12/2021","48.80","48.80","48.80","48.80","117.76K","0.00%"
"02/11/2021","48.80","48.80","48.80","48.80","366.00K","0.00%"
"02/10/2021","48.80","48.80","48.80","48.80","4.33M","0.00%"
"02/09/2021","48.80","48.80","48.80","48.80","132.44K","0.00%"
"02/08/2021","48.80","48.80","48.80","48.80","234.68K","0.00%"
"02/05/2021","48.80","48.80","48.80","48.80","336.88K","0.00%"
"02/04/2021","48.80","48.80","48.80","48.80","1.73M","0.00%"
"02/03/2021","48.80","48.80","48.80","48.80","1.40M","0.00%"
"02/02/2021","48.80","50.40","48.80","48.80","1.23M","-3.17%"
"02/01/2021","50.40","50.40","50.40","50.40","1.22M","0.00%"
"01/29/2021","50.40","50.40","50.40","50.40","1.82M","0.00%"
"01/28/2021","50.40","48.80","50.40","50.40","525.55K","3.28%"
"01/27/2021","48.80","48.80","48.80","48.80","6.03M","0.00%"
"01/26/2021","48.80","48.80","48.80","48.00","3.77M","0.00%"
"01/25/2021","48.80","48.80","48.80","48.80","235.14K","0.00%"
"01/22/2021","48.80","48.80","48.80","48.80","91.92K","0.00%"
"01/21/2021","48.80","48.80","48.80","48.80","8.83M","0.00%"
"01/20/2021","48.80","48.80","48.80","48.80","391.44K","0.00%"
"01/19/2021","48.80","48.00","48.80","48.80","608.51K","1.67%"
"01/18/2021","48.00","48.00","48.00","48.00","253.02K","0.00%"
"01/15/2021","48.00","46.44","48.00","48.00","1.87M","3.36%"
"01/14/2021","46.44","46.40","46.44","46.40","1.43M","0.09%"
"01/13/2021","46.40","46.40","46.40","46.40","3.85M","0.00%"
"01/12/2021","46.40","46.40","46.40","46.40","441.65K","0.00%"
"01/11/2021","46.40","46.40","46.40","46.40","273.56K","0.00%"
"01/08/2021","46.40","46.40","46.40","46.40","997.97K","0.00%"
"01/07/2021","46.40","44.80","46.40","46.40","3.11M","3.57%"
"01/06/2021","44.80","44.80","44.80","44.80","510.85K","0.00%"
"01/05/2021","44.80","44.80","44.80","44.80","13.54M","0.00%"
"01/04/2021","44.80","44.80","44.80","44.80","136.75K","0.00%"
"12/31/2020","44.80","44.80","44.80","44.80","341.79K","0.00%"
"12/30/2020","44.80","44.80","44.80","44.80","1.97M","0.00%"
"12/29/2020","44.80","44.80","44.80","44.80","91.22K","0.00%"
"12/24/2020","44.80","44.80","44.80","44.80","262.23K","0.00%"
"12/23/2020","44.80","44.00","44.80","44.80","4.07M","1.82%"
"12/22/2020","44.00","44.00","44.00","44.00","283.95K","0.00%"
"12/21/2020","44.00","44.00","44.00","44.00","442.22K","0.00%"
"12/18/2020","44.00","44.00","44.00","44.00","359.37K","0.00%"
"12/17/2020","44.00","44.00","44.00","44.00","392.81K","0.00%"
"12/16/2020","44.00","44.00","44.00","44.00","1.57M","0.00%"
"12/15/2020","44.00","44.00","44.00","44.00","667.00K","0.00%"
"12/14/2020","44.00","44.00","44.00","44.00","382.42K","0.00%"
"12/11/2020","44.00","44.00","44.00","44.00","825.16K","0.00%"
"12/10/2020","44.00","44.00","44.00","44.00","1.21M","0.00%"
"12/09/2020","44.00","44.00","44.00","44.00","305.34K","0.00%"
"12/08/2020","44.00","44.00","44.00","44.00","311.36K","0.00%"
"12/07/2020","44.00","44.80","44.00","44.00","15.24M","-1.79%"
"12/04/2020","44.80","44.80","44.80","44.80","94.88K","0.00%"
"12/03/2020","44.80","44.80","44.80","44.80","284.55K","0.00%"
"12/02/2020","44.80","48.20","44.80","44.80","7.87M","-7.05%"
"12/01/2020","48.20","48.20","48.20","48.20","678.06K","0.00%"
"11/30/2020","48.20","48.20","48.20","48.20","704.58K","0.00%"
"11/27/2020","48.20","48.20","48.20","48.20","235.21K","0.00%"
"11/26/2020","48.20","48.20","48.20","48.20","460.74K","0.00%"
"11/25/2020","48.20","48.20","48.20","48.20","171.00K","0.00%"
"11/24/2020","48.20","48.20","48.20","48.20","924.96K","0.00%"
"11/23/2020","48.20","48.20","48.20","48.20","357.75K","-0.41%"
"11/20/2020","48.40","48.40","48.40","48.40","598.31K","0.00%"
"11/19/2020","48.40","46.40","48.40","46.60","891.71K","4.31%"
"11/18/2020","46.40","43.20","46.40","43.20","6.01M","7.41%"
"11/17/2020","43.20","46.40","43.20","43.20","6.66M","-6.90%"
"11/16/2020","46.40","50.48","46.40","46.40","1.70M","-8.08%"
"11/13/2020","50.48","50.48","50.48","50.48","2.92M","0.00%"
"11/12/2020","50.48","46.00","50.60","48.08","1.45M","9.74%"
"11/11/2020","46.00","42.00","46.00","45.76","2.28M","9.52%"
"11/10/2020","42.00","41.60","42.00","42.00","12.84M","0.96%"
"11/09/2020","41.60","41.60","41.60","41.60","465.13K","0.00%"
"11/06/2020","41.60","41.60","41.60","41.60","254.50K","0.00%"
"11/05/2020","41.60","41.60","41.60","41.60","16.47M","0.00%"
"11/04/2020","41.60","41.60","41.60","41.60","274.32K","0.00%"
"11/03/2020","41.60","41.60","41.60","41.60","446.36K","0.00%"
"11/02/2020","41.60","41.60","41.60","41.60","433.66K","0.00%"
"10/30/2020","41.60","41.60","41.60","41.60","1.24M","0.00%"
"10/28/2020","41.60","41.60","41.60","41.60","358.77K","0.00%"
"10/27/2020","41.60","41.60","41.60","41.60","676.53K","0.00%"
"10/26/2020","41.60","41.60","41.60","41.60","2.27M","0.00%"
"10/23/2020","41.60","41.60","41.60","41.20","3.60M","0.00%"
"10/22/2020","41.60","41.60","41.60","41.60","236.36K","0.00%"
"10/21/2020","41.60","41.20","41.60","41.16","7.45M","0.97%"
"10/20/2020","41.20","39.36","41.20","41.20","1.55M","4.67%"
"10/19/2020","39.36","39.36","39.36","39.36","203.63K","0.00%"
"10/16/2020","39.36","39.36","39.36","39.36","710.89K","0.00%"
"10/15/2020","39.36","39.28","39.36","39.36","1.08M","0.20%"
"10/14/2020","39.28","39.28","39.28","39.28","193.69K","0.00%"
"10/13/2020","39.28","38.88","39.28","39.28","4.02M","1.03%"
"10/12/2020","38.88","38.88","38.88","38.88","206.67K","0.00%"
"10/09/2020","38.88","38.88","38.88","38.88","287.88K","0.00%"
"10/08/2020","38.88","41.84","38.88","38.88","548.28K","-7.07%"
"10/07/2020","41.84","41.84","41.84","41.84","596.90K","0.00%"
"10/06/2020","41.84","39.04","41.84","40.08","3.32M","7.17%"
"10/05/2020","39.04","39.20","39.04","39.04","991.33K","-0.41%"
"10/02/2020","39.20","39.20","39.20","39.20","490.34K","0.00%"
"09/30/2020","39.20","42.04","39.20","39.20","4.92M","-6.76%"
"09/29/2020","42.04","42.04","42.04","42.04","328.35K","0.00%"
"09/28/2020","42.04","42.04","42.04","42.04","800.97K","0.00%"
"09/25/2020","42.04","38.28","42.04","42.04","1.37M","9.82%"
"09/24/2020","38.28","34.80","38.28","35.04","1.70M","10.00%"
"09/23/2020","34.80","33.60","34.80","34.40","7.71M","3.57%"
"09/22/2020","33.60","33.60","33.60","33.60","334.09K","0.00%"
"09/21/2020","33.60","33.60","33.60","33.60","332.49K","0.00%"
"09/18/2020","33.60","33.60","33.60","33.60","451.88K","0.00%"
"09/17/2020","33.60","33.60","33.60","33.60","140.39K","0.00%"
"09/16/2020","33.60","32.84","33.60","33.60","683.54K","2.31%"
"09/15/2020","32.84","32.84","32.84","32.84","213.63K","0.00%"
"09/14/2020","32.84","32.84","32.84","32.84","475.33K","0.00%"
"09/11/2020","32.84","32.84","32.84","32.84","362.50K","0.00%"
"09/10/2020","32.84","32.80","32.84","32.84","1.22M","0.12%"
"09/09/2020","32.80","32.80","32.80","32.80","450.58K","0.00%"
"09/08/2020","32.80","32.00","32.80","32.48","5.44M","2.50%"
"09/07/2020","32.00","32.00","32.00","32.00","338.34K","0.00%"
"09/04/2020","32.00","32.00","32.00","32.00","1.40M","0.00%"
"09/03/2020","32.00","32.00","32.00","32.00","301.86K","0.00%"
"09/02/2020","32.00","31.20","32.00","32.00","3.49M","2.56%"
"09/01/2020","31.20","29.60","31.20","31.20","2.68M","5.41%"
"08/31/2020","29.60","29.60","29.60","29.60","210.09K","0.00%"
"08/28/2020","29.60","29.60","29.60","29.60","875.33K","0.00%"
"08/27/2020","29.60","28.80","29.60","29.60","463.58K","2.78%"
"08/26/2020","28.80","28.80","28.80","28.80","292.15K","0.00%"
"08/25/2020","28.80","28.80","28.80","28.80","186.92K","0.00%"
"08/24/2020","28.80","28.80","28.80","28.80","597.04K","0.00%"
"08/21/2020","28.80","28.00","28.80","28.04","11.41M","2.86%"
"08/20/2020","28.00","28.00","28.00","28.00","365.92K","0.00%"
"08/19/2020","28.00","28.00","28.00","28.00","350.99K","0.00%"
"08/18/2020","28.00","28.80","28.00","28.00","3.34M","-2.78%"
"08/17/2020","28.80","28.80","28.80","28.80","164.54K","0.00%"
"08/14/2020","28.80","28.80","28.80","28.80","185.80K","0.00%"
"08/13/2020","28.80","27.20","28.80","28.80","641.15K","5.88%"
"08/12/2020","27.20","27.20","27.20","27.20","278.79K","0.00%"
"08/11/2020","27.20","25.60","27.20","26.28","2.09M","6.25%"
"08/10/2020","25.60","25.60","25.60","25.60","406.76K","0.00%"
"08/07/2020","25.60","25.60","25.60","25.60","457.71K","0.00%"
"08/06/2020","25.60","25.60","25.60","25.60","741.71K","0.00%"
"08/05/2020","25.60","25.60","25.60","25.60","261.97K","0.00%"
"08/04/2020","25.60","24.80","25.60","25.60","11.09M","3.23%"
"08/03/2020","24.80","24.80","24.80","24.80","308.20K","0.00%"
"07/29/2020","24.80","24.80","24.80","24.80","242.07K","0.00%"
"07/28/2020","24.80","24.80","24.80","24.80","2.32M","0.00%"
"07/27/2020","24.80","24.80","24.80","24.80","199.35K","0.00%"
"07/24/2020","24.80","24.80","24.80","24.80","12.15M","0.00%"
"07/23/2020","24.80","24.80","24.80","24.80","391.57K","0.00%"
"07/22/2020","24.80","24.80","24.80","24.80","65.77M","0.00%"
"07/21/2020","24.80","24.00","24.80","24.80","25.26M","3.33%"
"07/20/2020","24.00","24.00","24.00","24.00","9.62M","0.00%"
"07/17/2020","24.00","24.56","24.00","24.00","14.58M","-2.28%"
"07/16/2020","24.56","24.56","24.56","24.56","2.17M","0.00%"
"07/15/2020","24.56","27.24","26.00","24.56","2.31M","-9.84%"
"07/14/2020","27.24","27.24","27.24","27.24","232.16K","0.00%"
"07/13/2020","27.24","27.24","27.24","27.24","131.02K","0.00%"
"07/10/2020","27.24","27.24","27.24","27.24","71.22K","0.00%"
"07/09/2020","27.24","27.24","27.24","27.24","11.31M","0.00%"
"07/08/2020","27.24","27.24","27.24","27.24","240.49K","0.00%"
"07/07/2020","27.24","27.24","27.24","27.24","2.26M","0.00%"
